고유번호,프로젝트,지역,주소,시도,시군구,읍면동,지역2,지구,용도,대지면적,건축면적,연면적,건폐율,용적률,지상층수,지하층수,구조,내부마감,외부마감,설계개념
E-05994,서울대학교병원 인재원,경북,"경북 문경시 문경읍 마원리 942-1, 942-9",경북,문경시,문경읍,,,숙박시설,,,13828.49,,,0,0,,,,■ 녹색건축인증(친환경건축물인증)  ○ 인증기관 : 한국생산성본부인증원  ○ 인증일자 : 2014-10-15  ○ 유효기간 : 2014-10-15~2019-10-14  ○ 인증번호 : 제2014-99호  ○ 인증등급 : 일반(그린4등급)
E-05997,명동성당(교구청신관),서울,서울시 중구 명동2가 1-1외 22필지,서울,중구,명동,,,업무시설,,,32954.31,,,0,0,,,,■ 녹색건축인증(친환경건축물인증)  ○ 인증기관 : 한국환경건축연구원  ○ 인증일자 : 2014-10-14  ○ 유효기간 : 2014-10-14~2019-10-13  ○ 인증번호 : KRI-14-247  ○ 인증등급 : 일반(그린4등급)
E-05998,aloft Seoul Gangnam,서울,서울 강남구 청담동 131,서울,강남구,청담동,,,숙박시설,,,10200.01,,,0,0,,,,■ 녹색건축인증(친환경건축물인증)  ○ 인증기관 : 한국환경건축연구원  ○ 인증일자 : 2014-10-14  ○ 유효기간 : 2014-10-14~2019-10-13  ○ 인증번호 : KRI-14-249  ○ 인증등급 : 우수(그린2등급)
E-06035,서북소방서,충남,충남 천안시 서북구 직산읍 신갈리 254,충남,천안시,직산읍,,,업무시설,6043,1585,3760,26.24,57.86,3,1,"철근콘크리트조, 일반철골조",,,■ 에너지효율등급인증  ○ 인증등급 : 1등급  ○ 1차에너지소요량(kWh/㎡) : 290.6  ○ 인증일자 : 2011-10-26 오후 5:43:27  ○ 인증번호 : 11-업-본-1-0024  ○ 인증기관 : 한국에너지기술연구원  ○ 세대수 : 0
E-06047,중앙소방학교,충남,충남 천안시 동남구 유량동 36,충남,천안시,유량동,,,업무시설,260886,2667,6597,5.16,10.68,3,1,철골철근콘크리트조,,,
E-06053,태안국민체육센터,충남,충남 태안군 태안읍 동문리 892-1,충남,태안군,태안읍,,,업무시설,1473.4,591.32,3275.64,40.13,148.56,5,1,철근콘크리트구조,,복합판넬,
E-06058,(주)예감사옥,충남,충남 당진시 수청동  1028,충남,당진시,수청동,,,업무시설,372,223,1100,59.84,295.36,5,0,철근콘크리트,,,"예감 건축사 사무소 사옥    표정 없는 가로에 활기를 부여하기 위한 파사드 작업은 본 프로젝트에서 중요한 디자인작업이었다. 건물에 표정을 주기위해 상부테라스 공간을 루버 처리하여 야간경관을 고려하였으며, 2개 건물을 같은 표정으로 처리하여 여러 개의 열주가 하늘에 떠있는 듯 계획하였다.    당진 문예의 전당을 바라보는 1055프로젝트의 새로운 표정으로 거리는 활력 있고 품격 있는 모습으로 탈바꿈하리라고 본다. 가로를 활력 있게 하기위해 상가건물의 파사드는 매우 중요하며, 1055프로젝트가 당진의 새로운 아이콘으로 남기를 바란다."
E-06071,자작나무 펜션,충남,충남 태안군 원북면 신두리 1414-29,충남,태안군,원북면,,,숙박시설,577,224.5,501.07,38.91,76.44,2,1,철근콘크리트구조,,치장벽돌,
E-06076,나문재펜션,충남,충남 태안군 안면읍 창기리 209-551,충남,태안군,안면읍,,,숙박시설,1300,324.71,412.79,24.97,31.75,2,0,철근콘크리트구조,,노출콘크리트,
E-06077,태안새마을금고회관,충남,충남 태안군 태안읍 동문리 892-1,충남,태안군,태안읍,,,업무시설,1473.4,591.32,3275.64,40.13,148.56,5,1,철근콘크리트구조,,복합판넬,
E-06096,전력거래소 본사 사옥,전남,전남 나주시 금천면 동악리 313-29,전남,나주시,금천면,,,업무시설,44132.1,7614.01,28437.23,17.25,48.85,9,1,"철근콘크리트, 철골철근콘크리트",,,"계획방향(GATE IN GATE)    본 계획안은 전력거래소의 아이덴티티를 상징하는 Gate in Gate로서 광주전남혁신도시에 생동감 있고 역동적인 랜드마크를 창조하고자 한다. 이를 위해 본 계획안은 3가지 계획개념을 통해 광주전남혁신도시와 공공기관과의 새로운 교점을 제시하려 한다.       [1] 대한민국 전력산업의 중심 - 스마트 게이트SMART GATE  [2] 에너지/사람/자연이 하나 되는 - 커뮤니티 게이트COMMUNITY GATE   [3] 녹색에너지를 담는 - 그린 게이트GREEN GATE      그 결과로 전력거래소는 한국전력산업의 HUB 같은 역할을 하는 공간으로 제시될 것이다.     [1] 스마트 게이트  SYMBOL  광주전남 혁신도시의 새로운 랜드마크를 형상하여 도시를 하나로 묶는 관문   GREEN  자연과 인간의 교류를 담아내는 투명하고, 효율적인 친환경 Gate를 형성  SPECTRUM  첨단 전력 기술의 이미지를 형성화 하는 입면 패턴    [2] 커뮤니티 게이트  URBAN  상징도로와 내부순환축의 교차점이 되는 도시의 흐름을 형성  FLOW  중심공원으로 이어지는 녹지의 흐름을 형성   ENERGY  자연과 사람이 교감할 수 있는 에너지를 형성    [3] 그린 게이트  태양광 설치/지열시스템 그리고 우수를 모을 수 있는 집수장치/옥상정원 설치로 자연에너지를 담는 최첨단 그린빌딩 구현 및 에너지효율 1등급 획득으로 에너지 기업으로서의 이미지를 제시하였다.       친환경 개념 : 전통 건축의 친환경 패시브 요소 적용  건축물 MASS의 전체형태를 이용하여, 자연의 에너지를 최소화한 한옥의 특징을 모티브로 MASS를 계획을 하였다. 대지 조닝을 통해서 시설물의 남향 배치를 통해 채광을 확보하였으며, 저층MASS를 땅에서 들어 올리면서, 습한 공기를 가지고 있는 땅으로부터 집을 보호하는 한옥의 기단과 비슷한 형태로 계획을 하였다. 전력거래소 상층부 MASS의 일부를 앞으로 돌출시켜, 처마와 같은 역할로써 일사를 차단하였다.    또한 건축물 한가운데를 보이드를 해서 한옥의 대청마루와 같은 역할을 하여, 바람을 활용해 사무실로 자연환기를 유입시켰다.  전통건축의 패시브 및 액티브 계획으로 건물 내외부 환경과 효율성을 향상시키며, 에너지부하 저감과 함께 신재생에너지를 생산함으로 지속가능한 건물을 구현하였다.    세부수상 현황  설계자 : 국무총리상  시공자 : 국토교통부장관상  건축주 : 국토교통부장관상"
E-06125,정부세종청사 2-2구역,세종,세종 어진동 3-187,세종,어진동,어진동,,,업무시설,75546,39590.14,120562.9,52.41,116.01,7,1,"철근콘크리트조, 철골철근콘크리트조, 철골구조",,,"세종시 정부청사 건립공사 중 2단계의 한 부분에 해당하는 2-2구역에 3개의 부처를 배치하는 이 프로젝트는 하나의 독립된 프로그램이기도 하면서, 거대한 마스터플랜에 의해 종속된 프로그램이기도 하다. 따라서 이 프로젝트의 성패는 부분과 전체를 아우르는 기능적, 형태적 조화가 이루어질 수 있는 설계요소를 찾는 것에 있었다. 이를 해결하기 위해 마스터플랜의 중요한 개념인 Flat City, Link City, Zero City의 세가지 요소를 발전시켜 사람, 도시, 자연을 주제로 하는 ‘행복마루’를 통해, 청사와 시민이 한데 어우러지는 공생의 장을 실현하는 프로젝트로 완성시켰다.    가장 중요한 전체 청사의 연속성 배치를 위하여 첫째, 끝이자 시작지점으로서의 상징성 부여 둘째, 상위개념의 연속성 확보를 위한 CTL(Continuous Tangential Line) 구성원칙 준수 셋째, 주변 컨텍스트의 연계성 확보를 위한 시설배치계획 넷째, 도시 녹지축의 수직적, 수평적 연계계획 등의 원칙을 가지고 배치계획을 수립하였다. 또한, 2-2구역만의 독창성 부여를 위하여 정부청사의 관문의 이미지를 부여하는 메인 연결통로를 계획하였고, 조경언덕을 통하여 경관 및 보안계획을 수립하였으며, 경사입면과 채광복도, 맞통풍 구조 및 아트리움 등을 제안하여 에너지절약형 친환경 건축을 구현하였다. 전체 업무공간의 남향배치와 채광복도를 통하여 업무환경을 개선하였고, 필로티 하부 공간은 6th Facade를 통하여 길찾기 및 다양한 공간경험과 정보 제공의 장을 제안하였다. 옥상공원은 전시, 교육, 휴식이 함께하는 체험형 프로그램과 입체적 공간으로 구성하였다. 본 프로젝트는 마스터플랜의 발전적 재해석을 통해 세종시 정부청사 마스터플랜을 완결하면서 새로운 도시풍경을 제시하는 중요한 사업이 될 것이다."
E-06147,WON & WON 63.5,서울,서울 강남구 논현동 143-6,서울,강남구,논현동,,,업무시설,488.1,284.44,4527.56,58.27,794.4908,15,3,철근콘크리트 구조,견출 위 지정 색 도장,벽돌,"Won & Won 63.5는 강남대로에 들어선 임대 사무실 건물이다. 건축주가 원(Won)씨고, 건물옥탑까지의 실제 높이가 63.5미터라는 두 가지 사실을 조합하여 지어진 이름이다. 건축주는 고유한 전통을 현대적으로 풀어내는 것에 흥미를 느끼고 있었다. 임대용 건물이지만 기존의 관습을 벗어난 섬세한 디자인에 대한 고민이 있었다.    15층의 건물 전체를 치장 벽돌로 마감한 것이 이 건물의 가장 큰 외형상 특징일 것이다. 벽돌이 갖는 부드러운 느낌과 사람의 손길이 느껴지는 특성 등을 고층건물에 적용하고자 했다. 정면 입면의 중앙 부분은 벽돌이 가진 픽셀(pixel)적 성격을 최대한 이용하여 투과율 50%에 이르는 다공성 벽으로 만들었다. 밤과 낮의 조명효과가 매우 대비될 뿐 아니라 서향 건물로서 적절하게 햇빛을 걸러 친환경적 성능을 높이기 위한 장치이기도 하다. 다공성 벽에 설치한 크고 작은 개구부들은 발코니 난간의 역할을 겸하며 이에 따라 고층 건물이면서도 입면에 사람의 존재가 느껴질 수 있도록 했다. 건물명과 주소 등 싸인물도 구조와 조명이 결합된 통합 디자인으로 처리하여 야간에 특히 그 효과가 뛰어나다.    전면 도로의 미약한 경사를 최대한 이용, 주차 진입로를 낮은 쪽에 배치하고 기계식 주차 시설을 반 층 아래 설치하여 건물 전면에서 봤을 때 주차장의 존재가 최대한 드러나지 않도록 하였다. 기계식 주차 시설의 상부를 반 층 올려진 메자닌 층으로 처리하여 매우 높은 층고를 갖는 1층 공간을 만들 수 있었다. 정면 좌측에는 지하실과 연결되는 선큰 가든을 설치하였는데, 그 상부의 천장을 45도 기울인 수퍼미러 스레인레스로 처리하여 마치 잠망경처럼 인도에서도 지하실이 내려다 보이고 지하실에서도 바깥이 보이는 특이한 구조로 되어 있다. 건물의 남쪽에는 공공보행통로를 적극적으로 설치하여 전면 강남대로와 이면의 골목길이 편리하고 쾌적하게 연결될 수 있도록 했다. 난간의 하부에 간접조명을 설치하여 야간에도 안전하게 이 통로를 사용할 수 있다. 이처럼 임대 건물로서 효율적인 배치를 하면서도 전면 도로의 보행자를 위한 배려를 충분히 하고자 했다.    최상층에는 용적율을 맞추는 과정에서 마치 ㄷ자 한옥의 중정과도 같은 옥상정원을 만들 수 있었다. 다공성 벽과 서로 다른 크기의 개구부들로 인해 매 층마다 다른 실내 경관이 펼쳐지는 것 또한 이 건물의 특징이다. 이 독특하면서도 합리적인 건물이 커튼 월이 대부분인 강남대로에 새로운 성격을 부여하기를 희망한다.    <글·사진 : 제33회 서울시 건축상 작품집(사진작가 : 김용관)>"
E-06179,순천시 문화건강센터,전남,전남 순천시 석현동 35번지 일원,전남,순천시,석현동,,,업무시설,26160,8606.77,16678.08,32.9,63.75,4,1,철근콘크리트,,,"[사업배경 및 목적]    사업 부지는 군부대가 있었던 자리로, 도시는 물론 시민들에게 단절되고 도시문화와 거리가 먼 경직된 땅이다. 생명의 도시 순천은 흐름의 도시이기에 '순천시 시민 교육 문화 공간 프로젝트'를 통하여 생명과 흐름을 형상화하고 공간화하는 주된 개념으로 ‘유기적 문화적 흐름’이 필요하다.    우리나라 대표적인 평생학습 모델도시로서 교육, 문화, 복지 등 시민들의 욕구에 부합하는 새로운 형태의 다기능 복합시설의 건립이 요구되고 있다. 핵가족, 고령화 시대에 대비하여 가족 3세대가 함께 어울리고 참여하는 평생교육 및 보건의료시설 건립으로 시민, 누구나, 언제 어디서나 원하는 학습을 할 수 있는 One-stop 서비스 공간을 구현하고, 공공청사 집중화를 통한 기존도심 활성화에 기여하며 시민들의 일상이 녹아든 편안한 자연문화복합공간을 조성하고자 하였다.    건축물을 완성하는 의미보다 순천의 문화적 허브로서 도시 문화의 새로운 흐름을 생성하고 연결하는 살아있는 유기체 같은 문화 콤플렉스를 구성하여 시민들에게 참된 문화공간을 제공하고자 한다.      [사업 특성]    순천시문화건강센터의 디자인 모티브는 순천의 자연과 인간존중에 있다. 생명의 도시, 순천은 자연의 도시이다. 세계적인 생태수변인 순천만으로 대표되는 순천의 자연환경은 자연문화와 도시문화를 대표하는 세계적인 자부심이다. 이에 자연생태와 도시문화의 흐름이 소통하는 자연생태문화공간을 구축하고, 사람과 자연·사람과 문화가 어우러진 건강한 도시문화를 지향한다.    인간의 염색체가 생명의 진화와 완결을 위해 분화하듯, 여기의 공간은 문화염색체의 분화를 통해 문화복합체의 형태를 만들고 진화한다. 인간염색체의 분화를 모티브로 삼은 4동의 각 매스는 유기적인 배치를 이룬다. 문화, 예술, 교육, 건강 등으로 기능하는 4개의 매스는 생명력 있는 유전자로 순천시민의 문화를 건강한 일상에 담아내고, 순천만의 자연스러운 흐름은 분화된 매스를 순천의 자연처럼 통합시킨 문화아이콘이 되도록 하였다.    이 흐름은 건축가뿐만 아니라 각 행정단체와 분야별 전문 기술진과의 협업을 통해 구체화되었다. 각 분야별 전문성을 인정하였고, 각기 동일 목표를 향한 노력은 계획단계에서 도출된 설계 의지를 충실히 이행시켰다. 문화염색체의 유기적인 형태와 역동적인 선형의 흐름이 합리적이고 치밀한 시공방법을 통해 실현되도록 하였다.    또한 프로그램의 합리적인 해법을 제안하기 위해 입주하는 관련단체와 긴밀한 협업을 이루도록 하였다. 이러한 노력의 결과는 외피와 프로그램, 공간과 구조의 완성도를 높게 하고 사람의 흐름, 공간의 흐름, 물의 흐름이 유기적인 매스의 배치와 소통하게 하였다. 열린공간, 넓은마당을 가로지르는 녹색의 자연과 푸른 물의 흐름은 쾌적하고 편안한 순천시민의 문화공간을 보다 적극적으로 풍성하게 하고 있다."
E-06195,한국전력공사 본사 신사옥,전남,전남 나주시 빛가람동 120,전남,나주시,빛가람동,,,업무시설,148980.4,12517.25,98629.32,8.4,46.09,31,2,"철근콘크리트구조, 철골조",,"멀티로이코팅 삼중유리, 석재마감, 알루미늄패널마감","한국전력공사는 수도권 방지 및 지역 균형발전을 위한 정책에 따라 ‘광주전남 공동혁신도시’로 이전을 추진하게 되었다. 본사 이전을 통해 미래의 글로벌 종합에너지그룹으로 비상하고, 성공적인 국가균형발전 정책을 실현하여 지역 발전을 선도하는 것이 본 사업의 목적이다. 그에 따라 에너지 저감 및 각종 그린 시스템을 적용한 ‘ENERGY POWER’, 친환경적인 공간과 자연요소를 기반으로 하는 ‘GREEN TOWER’, 나주 혁신도시의 주변 컨텍스트를 대지내로연결하여 유지적인 열린공간을 제공하는 ‘HUMAN NETWORK’, 이 세가지 디자인 전략을 제시한다.     배치계획은 본관동을 중심으로 교통체계를 후면으로 계획하여 남쪽 대지에 대규모 오픈스페이스를 확보해 지역에 개방했으며 대지 전체를 감아 돌며 유기적으로 연결된 그린 에너지파크를 계획하여 지역주민, 직원, 자연이 어우러질 수 있는 생태공원을 조성하였다. 또 태양광 집열판을 여러 타입으로 디자인 특화시켜 경관은 물론 에너지 학습장으로서의 역할을 도모하였다.     사무공간은 거주환경을 위해 다양한 친환경 시스템과 업무환경의 능동적 대처를 위한 오픈플랜을 적용했다. 사무실에는 그린 아트리움을 조성하여 사용자들에게 자연 친화적인 휴식공간과 업무교류의 장을 제공했고 이중외피 시스템과 지열을 이용한 열덕트(쿨튜브 시스템), 바닥공조, 천장복사패널 등의 친환경 시스템을 도입하여 그린 에너지 빌딩으로서의 쾌적한 업무환경을 구현하였다.     에너지 대표 기업으로서의 상징성을 위해 타워부 입면은 한전의 ‘에너지 그리드’를 형상화한 BIPV를 수직적으로 적용해 마치 건물의 혈관을 통해 에너지를 공급하듯 ‘ENERGY TUBE’ 개념으로 구현하였고 지붕 끝까지 뻗어 나가는 TUBE는 글로벌 에너지 기업의 역동성을 나타낸다. 포디엄(저층부)은 타워부와 대조적으로 석재를 사용한 수평 라인을 강조했으며 남측면에는 경사로 인해 일사량이 조절되는 패시브 디자인을 적용했다.       신사옥은 건물에너지효율등급 1등급, 녹색건축물 최우수등급, LEED Platinum, 지능형건축물(IBS) 1등급, 초고속정보통신 특등급을 획득하였다. 최근 대, 내외적으로 이슈인 총량 에너지 절감을 위해 외벽의 창호비율 크게 줄였고, 외단열 시스템 100% 적용, 단열재 두께 상향, 페놀릭폼, 진공단열재 등을 사용하여 전체 에너지 발생량을 크게 줄이는 효과를 만들었다. 또, 고성능 창호시스템의 적용, 외부전동블라인드 일체형 이중외피 시스템 등의 패시브 건축요소와  태양광에너지, 지열, 열덕트, 풍력발전 등의 신재생에너지 사용 비율을 약 42% 적용해 1차에너지소요량 111.9kWh/㎡ㆍa(건물에너지효율등급 260kWh/㎡ㆍa이하 1등급)를 달성하였다. 그리고 히트펌프, 조명, 대기전력 차단장치, 펌프 등의 고효율 기자재 도입과 우수 및 중수의 재활용, 육생/수생 비오톱, 자전거보관소 및 실내의 쾌적한 업무환경 조성 등의 친환경 녹색건축물을 구현하였다.    본사 신사옥 설계의 최대 주안점은 한국의 대표 에너지 기업의 비전을 담아 ‘Energy First Tower’를 만드는 것이다. 우리는 그에 걸맞은 디자인과 기술을 제안하고자 했고, 이를 위해 에너지 효율을 바탕으로 건물과 대지의 에너지 성능을 최적화해 나갔다. 사용자를 중심으로 하는 디자인과 에너지를 주제로 한 새로운 공간들을 구현해 ‘글로벌 에너지 기업KEPCO’의 이미지를 만들어 냈다.    <글 : 범건축종합건축사사무소>"
E-06197,세종특별자치시 청사,세종,세종 보람동 626-5,세종,보람동,보람동,,,업무시설,41661,7426.33,32870.65,17.83,48.88,6,1,"철근콘크리트, 철골철근콘크리트, 철골",,,"[프로젝트 배경]  행정중심복합도시 이념의 정체성이 확보된, 지속가능한 미래지향적인 시청사 건립방안을 마련하고, 고품질의 행정서비스가 제공될 수 있는, 이용자 모두에게 편리한 시청사를 건립을 목표로 시작되었다.    [프로젝트 진행과정]  세종시청사는 2008년도에 건축설계경기 공모를 하여 실시설계 단계에서 시청사, 시의회, 보건소 3개동으로 계획, 실시설계가 완료되었으나, 2012년도에 기술제안으로 시청사, 시의회 2개동으로 진행되어 현재 시청사만 준공되었다. 시의회는 현재 공사 중이며, 2015년 12월 준공예정이다.    [디자인 컨셉]  - 열린 시야와 경쾌한 풍경을 제공하는 열린 시청사  - 주변 자연과 소통하는 친환경 시청사  - 과거, 현재, 미래가 어울어지는 시청사    세종시 시청사는 행정중심복합도시의 탈중심적이며 평등한 도시계획 컨셉을 반영하여 기존의 권위적이며 폐쇄적인 관공서의 이미지를 탈피하고 시민에게 열려있는 놀이터와 같은 시청사로 계획하는 디자인에 주안점을 두었다.    따라서 시청사는 도시중앙녹지와 비학산의 자연축을 대지로 끌어들여 시민에게 열려있는 풍경과 동선을 제공하였다. 건물과 건물사이의 비워진 공간은 도시의 중앙녹지를 향해 열린 시야를 제공하고 건물 저층부의 에코데크계획은 마치 산책로를 통해 시청사로 진입하는 것과 같은 공간으로 연출되었다. 또한 한국건축의 돌담과 기와의 이미지를 건축화 하여  남향의 직사광선을 차단하는 차양으로 계획하였다. 이로써 세종시 청사는 세종시의 현대적인 한국성을 상징하고 친환경적인 건물로 거듭나게 되었다.    [녹색기술]  다양한 녹색기술 및 친환경요소를 도입, 적용하여 에너지 절약형 청사를 계획하였다.    - 패시브 디자인: 고효율 더블로이 삼중유리, 최상층 단열성능 향상, 실내 전동 블라인드 적용  - 액티브 시스템: 열원시스템 최적화, 조명밀도 저감, 공조기 전열교환기  - 신재생에너지: 열냉난방 470USRT, 태양광발전 100kW, 태양열급탕 72.5㎡  - 수자원: 우수 및 중수 활용처 확대, 절수형 위생기기 적용  - 재료 및 자원: 환경부하저감형 친환경인증 제품 사용, GR마크 자재사용 및 자원 재활용  - 생태환경: 생태환경을 고려한 비오톱 개선, 자연지반 녹지율 상향    녹색기술 및 친환경요소를 적용한 결과 녹색건축물 최우수 등급을 획득(9월) 예정 중이며, 에너지효율 1등급 1차에너지소요량이 196.5kWh/㎡?년, 에너지성능지표 EPI 106.48점, 신재생에너지 21.07% 적용하여 국제화시대 경쟁력을 갖춘 저에너지 저탄소 녹색청사를 구현하였다. 1차에너지소요량(196.5kWh/㎡?년)은 1등급 기준(300미만)으로 총량에너지 13.1%를 절감시켰으며, 4천만그루 소나무 식재효과와 같은 CO2 및 온실가스 12만톤을 저감하는 세종시를 대표하는 자연친화적인 건물로 계획하였다.    <글·사진 : 국가건축정책위원회>"
E-06200,지리산생태탐방연수원,전남,전남 구례군 마산면 황전리 41,전남,구례군,마산면,,,업무시설,23411,4190.54,5932.87,17.9,22.98,2,1,철근콘크리트+철골철근콘크리트,,"THK24 로이복층유리, THK16 복층유리+THK5 맑은유리(2중창), 적삼목, 외단열시스템","최근 야외활동 인기로 탐방/휴양활동과 생태계 보전에 대한관심 고조에 따른 생태관광 이용자가 증가하고 있다. 본 생태탐방연수원은 지리산의 뛰어난 경관, 지형 등 주변 환경과 조화된 자연친화적인 시설로, 지리산국립공원만의 특화된 생태관광프로그램 제공을 통해 만족도 향상과 저탄소 녹색성장 구현하고자 한다. 또한, 우리나라의 대표적인 산악공원으로서 상징성과 지리적 파급효과가 큰 지리산 생태관광 활성화와 생태기능 제고의 거점이 될 것이다.     자연을 배우고, 느끼고 더불어 그것과 건축물이 하나가 되고자 고민하였다.    기존 지형을 고스란히 연장시켜 기능을 삽입하고 집합체가 된 덩어리는 다시 “채나눔”을 통해 사이 공간을 내포하게 계획하였다. 채와 채 사이공간에는 주변의 자연 그대로의 모든 것이 고스란히 스며들고 이를 누리는 사람들의 마음에 지리산의 기운과 대자연의 교훈을 선사할 것이다. 지리산의 자연을 보존하려는 지연주민들과 외부 이용자들에 대한 배려와 세심한 관찰력으로 건축은 단지 그 속에 자연스럽게 스며드는 낮은 자세로 그 존재의 역할을 다할 뿐이다. 자연을 닮아가는 사람들의 이야기가 펼쳐지고 소중한 추억의 장소로 가꾸어져갈 이곳에서 우리들은 “자연동화”되고자 한다.    [디자인 전략]  ㅇ 풍경化  - 남향을 바라보며 채나눔 된 MASS 배치는 화엄사 등산로를 이용하던 등산객과 인접건물 통경축에 대한 배려이며, 건축을 풍경에 스며들게 한다.    ㅇ 지형化  - 동측 등고선에서 연장된 생태지붕 하부로 기능이 스며들도록 하고, 외부공간은 자연스럽게 형성된 안마당, 산책로, 내부공간은 자연과 조화를 이루는 또 하나의 지형이 된다.    ㅇ 자연형 클러스터化  - 클러스터의 최소단위는 건축, 인간, 동, 식물의 군집으로 우주의 섭리가 반영된 공생의 장으로 계획되었다.     [친환경 / 패시브 전략]  ㅇ 매스분절을 통해 남측면에 면하는 벽면을 최대 확보하였으며, 인위적인 포장을 최소화한 다양한 자연그대로의 친환경적인 야외 공간계획  ㅇ 지리산에서 연장되는 선형을 생태지붕을 통해 건축물과 주변지형을 하나로 엮어 하나의 자연적 요소로 계획, 기존 자연의 보존 및 복원  ㅇ 옥상녹화, 벽면녹화, 투수성포장, 외단열, 천창, 로이복층유리, 빗물 중수도 등의 적극적인 사용을 통해 에너지 손실 최소화    [재생에너지 도입]  ㅇ 지열 Heat Pump(110RT)를 적극 도입하여 에너지 절감 및 CO2절감    ㅇ 태양광(21KW)설비 도입      1kw당 연간 에너지 생산량 1,358kwh 적용(신재생에너지센터)     - 연간에너지 생산량: 21 * 1,358 = 28,518kwh     - CO2절감(TCO2/년): 28,518kwh *0.000469TON/kwh =13.3(TCO2/년)    ㅇ 적극적인 옥상녹화 (1,340㎡)     1㎡ 당 연간 이산화탄소 저감효과: 113.6kw/㎡     ※ 서울시 옥상공원 시민참여 모니터링 결과보고서(서울시, 2010),「인공지반녹화의 Co2흡수 및 미기후 개선효과        (안근영, 서울여대 2010)」     - 연간 이산화탄소 저감효과: 1,340㎡ * 113.6kw/㎡ * 0.000469TON/kwh= 71.4(TCO2/년)    ㅇ 지열, 태양광, 옥상녹화, LED사용 등을 통해 연간 CO2 303.5(TCO2/년) 절감 예상되며, 이는 소나무 41,575그루를 심는 효과와 같다.    <글·사진 : 국가건축정책위원회>"
E-06206,정부세종청사 1-1구역,세종,세종 어진동 3-187,세종,어진동,어진동,,,업무시설,28218,12928.68,39948.13,45.82,99.99,4,1,철골철근콘크리트조,,,"중심행정타운 마스터플랜 이후 실천전략수립을 통해 새로운 개념의 정부청사 건립계획을 현실화할 수 있는 구체적인 방법들을 처음으로 적용한 프로젝트이다. 마스터플랜에서 정의한 ‘Flat City, Link City, Zero City’ 개념을 ‘Iconic Plane’과 ‘Landscape Plane’으로 형상화하고 단계별로 건설될 정부청사 전체의 형태적 연계성 및 미학적 통일성을 부여하게 되는 CTL(Continuous Tangential Line) 조형원리를 적용하여 조형 디자인을 진행하였다. 이러한 조형원리는 옥상슬로프 및 청사건물의 내ㆍ외부 배치선형계획, 조경계획, 내부 인테리어/외부 입면 선형원리들을 지배하여 건물의 내외부가 전체적으로 공통된 어휘를 가지며 그에 따라 조화롭게 구성될 수 있도록 계획하였다.    <글·사진 : 해당 건축설계사무소 홈페이지>"
